model,cv_accuracy_mean,cv_precision_mean,cv_recall_mean,cv_f1_mean,cv_roc_auc_mean,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc
logistic_regression,0.8427721088435375,0.8685507246376811,0.7739130434782607,0.8168401624215578,0.8937113611026655,0.8852459016393442,0.8387096774193549,0.9285714285714286,0.8813559322033898,0.9664502164502166
random_forest,0.8013605442176871,0.7947454080446408,0.7648221343873518,0.7773007668659843,0.8946783892436067,0.8688524590163934,0.8125,0.9285714285714286,0.8666666666666667,0.9442640692640693
